"Hverfi";"Ár";"Fjöldi í úrtaki";"Meðalflatarmál";"Meðalkaupverð (þús. kr.)";"Meðalstaðgreiðsluverð (þús. kr.)";"Meðalkaup.verð pr.ferm (kr./m²)";"Meðalstaðgr.verð pr. ferm (kr./m²)"
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1990;188;82;4806;4281;60316;53598
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1991;190;82;5348;4627;68976;59610
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1992;295;80;5784;5192;75742;67907
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1993;312;79;5672;5157;75319;68339
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1994;384;83;6032;5751;76209;72610
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1995;384;82;5918;5499;75074;69878
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1996;499;80;5832;5450;76719;71728
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1997;553;85;6473;6105;79021;74538
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1998;532;84;6732;6575;82986;81089
"Innan Hringbrautar og Snorrabrautar, Reykjavík";1999;700;85;7814;7790;96319;96126
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2000;599;83;9218;8768;116038;110234
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2001;515;82;9935;9279;124160;115929
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2002;585;84;10889;10212;134949;126419
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2003;673;86;12054;11863;144400;142374
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2004;715;83;13271;13201;163883;163234
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2005;673;83;17837;17725;219187;217952
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2006;473;81;20872;20523;255922;252077
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2007;623;81;23810;23288;294301;288424
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2008;218;81;25129;24380;310503;302248
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2009;119;87;24192;23403;279095;270012
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2010;169;86;22255;21853;261996;256785
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2011;279;89;23174;22811;266639;262253
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2012;398;89;27777;27308;310204;304861
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2013;397;86;29743;29327;340347;335663
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2014;417;88;34121;33574;384109;378999
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2015;495;89;37986;37520;428883;424535
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2016;393;87;40438;40154;472541;470033
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2017;396;86;45332;44973;534747;531377
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2018;428;83;44688;44332;552229;548879
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2019;433;86;48459;48031;575255;571692
"Innan Hringbrautar og Snorrabrautar, Reykjavík";2020;566;86;50626;50210;605641;601434
"Melar og Hagar, Reykjavík";1990;90;92;6142;5539;68581;61580
"Melar og Hagar, Reykjavík";1991;80;96;7146;6192;76317;65958
"Melar og Hagar, Reykjavík";1992;100;92;7024;6377;78504;71292
"Melar og Hagar, Reykjavík";1993;85;99;7459;6763;79531;71896
"Melar og Hagar, Reykjavík";1994;132;97;7257;6894;77465;73808
"Melar og Hagar, Reykjavík";1995;115;97;7326;6817;76669;71413
"Melar og Hagar, Reykjavík";1996;150;92;7130;6677;79950;74906
"Melar og Hagar, Reykjavík";1997;136;91;7263;6820;82317;77237
"Melar og Hagar, Reykjavík";1998;134;95;7782;7588;84749;82683
"Melar og Hagar, Reykjavík";1999;152;95;8932;8876;96645;96114
"Melar og Hagar, Reykjavík";2000;126;92;10508;9949;116850;110528
"Melar og Hagar, Reykjavík";2001;147;95;11835;11060;128092;119464
"Melar og Hagar, Reykjavík";2002;145;97;12538;11714;131528;122575
"Melar og Hagar, Reykjavík";2003;137;96;13197;12955;140494;138057
"Melar og Hagar, Reykjavík";2004;172;97;15229;15126;160934;160068
"Melar og Hagar, Reykjavík";2005;157;93;19023;18909;209270;208241
"Melar og Hagar, Reykjavík";2006;124;99;23436;23071;239457;235873
"Melar og Hagar, Reykjavík";2007;119;94;25739;25197;275600;270349
"Melar og Hagar, Reykjavík";2008;65;97;28005;27054;289602;280519
"Melar og Hagar, Reykjavík";2009;34;104;28131;27050;274507;264507
"Melar og Hagar, Reykjavík";2010;51;101;24067;23537;242590;236677
"Melar og Hagar, Reykjavík";2011;94;98;25949;25572;269242;265159
"Melar og Hagar, Reykjavík";2012;99;103;29078;28783;283757;280623
"Melar og Hagar, Reykjavík";2013;109;108;33160;32738;314822;310775
"Melar og Hagar, Reykjavík";2014;92;101;34289;33909;351033;347618
"Melar og Hagar, Reykjavík";2015;107;99;35848;35583;382777;380566
"Melar og Hagar, Reykjavík";2016;108;109;45214;44806;428447;424869
"Melar og Hagar, Reykjavík";2017;109;104;50167;49893;492866;490442
"Melar og Hagar, Reykjavík";2018;115;100;50274;49919;508767;505900
"Melar og Hagar, Reykjavík";2019;92;104;52621;52354;513583;511459
"Melar og Hagar, Reykjavík";2020;116;102;55037;54724;545289;542438
"Grandar, Reykjavík";1990;66;80;6103;5312;78973;68319
"Grandar, Reykjavík";1991;68;84;6752;5821;83634;72183
"Grandar, Reykjavík";1992;61;77;6745;5995;92207;81756
"Grandar, Reykjavík";1993;42;77;6599;6008;89523;81132
"Grandar, Reykjavík";1994;63;101;7424;6969;88106;82930
"Grandar, Reykjavík";1995;82;83;6944;6341;87267;79999
"Grandar, Reykjavík";1996;80;79;6532;6038;85616;79218
"Grandar, Reykjavík";1997;80;84;7058;6591;87316;81507
"Grandar, Reykjavík";1998;107;82;7003;6787;89617;86836
"Grandar, Reykjavík";1999;93;84;8171;8120;101177;100560
"Grandar, Reykjavík";2000;95;92;10084;9555;115124;109198
"Grandar, Reykjavík";2001;83;90;11031;10282;128169;119401
"Grandar, Reykjavík";2002;92;89;11059;10279;129275;120146
"Grandar, Reykjavík";2003;104;89;11911;11709;139838;137490
"Grandar, Reykjavík";2004;117;93;13301;13227;150684;149940
"Grandar, Reykjavík";2005;93;90;17318;17232;200207;199418
"Grandar, Reykjavík";2006;80;87;18704;18454;223128;220433
"Grandar, Reykjavík";2007;113;94;22846;22410;249872;245316
"Grandar, Reykjavík";2008;33;89;22318;21622;263331;255284
"Grandar, Reykjavík";2009;19;81;19421;18635;251311;241278
"Grandar, Reykjavík";2010;37;93;19746;19331;223064;219037
"Grandar, Reykjavík";2011;61;85;20697;20201;253427;247620
"Grandar, Reykjavík";2012;69;92;23305;22879;262321;257831
"Grandar, Reykjavík";2013;77;89;25121;24732;294789;290261
"Grandar, Reykjavík";2014;59;90;28654;28247;330475;326004
"Grandar, Reykjavík";2015;67;89;30539;30277;359190;356450
"Grandar, Reykjavík";2016;81;88;34149;33988;413811;412042
"Grandar, Reykjavík";2017;66;91;39551;39388;452484;450707
"Grandar, Reykjavík";2018;69;90;41537;41211;479739;476538
"Grandar, Reykjavík";2019;70;90;42947;42709;501108;498410
"Grandar, Reykjavík";2020;87;91;43055;42762;489390;486435
"Hlíðar, Reykjavík";1994;82;102;7409;7040;75750;72189
"Hlíðar, Reykjavík";1995;68;98;7243;6718;75732;70170
"Hlíðar, Reykjavík";1996;149;100;7186;6680;74428;69119
"Hlíðar, Reykjavík";1997;136;97;7187;6780;76638;72426
"Hlíðar, Reykjavík";1998;170;94;7209;7011;81260;79070
"Hlíðar, Reykjavík";1999;188;94;8432;8388;92932;92543
"Hlíðar, Reykjavík";2000;137;95;10388;9790;111346;104732
"Hlíðar, Reykjavík";2001;142;90;10745;9965;124474;115499
"Hlíðar, Reykjavík";2002;144;97;11799;10974;125686;116808
"Hlíðar, Reykjavík";2003;150;110;14125;13894;139481;137362
"Hlíðar, Reykjavík";2004;210;99;15303;15197;157929;157084
"Hlíðar, Reykjavík";2005;163;94;18963;18827;206009;204735
"Hlíðar, Reykjavík";2006;145;95;20632;20263;222197;218542
"Hlíðar, Reykjavík";2007;154;99;24585;24090;255665;250737
"Hlíðar, Reykjavík";2008;63;94;24925;24124;273102;264286
"Hlíðar, Reykjavík";2009;36;106;25306;24208;241825;231545
"Hlíðar, Reykjavík";2010;64;101;22230;21634;229137;222736
"Hlíðar, Reykjavík";2011;97;96;22468;21953;241826;236408
"Hlíðar, Reykjavík";2012;110;101;25592;25256;262993;259261
"Hlíðar, Reykjavík";2013;116;98;27918;27437;291656;287013
"Hlíðar, Reykjavík";2014;123;102;30891;30548;315868;312436
"Hlíðar, Reykjavík";2015;132;103;34957;34726;347816;345804
"Hlíðar, Reykjavík";2016;138;97;37591;37392;400615;398511
"Hlíðar, Reykjavík";2017;132;97;43262;43121;463793;462348
"Hlíðar, Reykjavík";2018;114;97;44490;44248;474804;472406
"Hlíðar, Reykjavík";2019;102;102;47313;47078;482336;480083
"Hlíðar, Reykjavík";2020;153;100;49578;49421;512836;511297
"Háaleitisbraut, Reykjavík";1994;16;102;7137;6695;71207;66878
"Háaleitisbraut, Reykjavík";1995;48;105;7114;6632;71106;66538
"Háaleitisbraut, Reykjavík";1996;41;107;7174;6625;68872;63762
"Háaleitisbraut, Reykjavík";1997;44;99;6858;6347;71550;66313
"Háaleitisbraut, Reykjavík";1998;41;97;7168;6945;76494;74143
"Háaleitisbraut, Reykjavík";1999;51;102;8645;8606;88404;87983
"Háaleitisbraut, Reykjavík";2000;30;96;10130;9537;107656;101380
"Háaleitisbraut, Reykjavík";2001;38;109;11509;10656;108050;100060
"Háaleitisbraut, Reykjavík";2002;40;98;11114;10358;117423;109812
"Háaleitisbraut, Reykjavík";2003;39;109;12273;12058;117605;115687
"Háaleitisbraut, Reykjavík";2004;47;102;13677;13613;139014;138506
"Háaleitisbraut, Reykjavík";2005;36;102;17608;17509;177895;176991
"Háaleitisbraut, Reykjavík";2006;31;101;19456;19253;199320;197220
"Háaleitisbraut, Reykjavík";2007;43;110;22834;22435;214754;211331
"Háaleitisbraut, Reykjavík";2008;15;95;21703;21122;240137;233373
"Háaleitisbraut, Reykjavík";2009;5;120;23380;22614;204771;195338
"Háaleitisbraut, Reykjavík";2010;15;113;21753;21170;193887;189369
"Háaleitisbraut, Reykjavík";2011;22;106;20918;20819;205683;204822
"Háaleitisbraut, Reykjavík";2012;12;98;22402;22137;238926;235473
"Háaleitisbraut, Reykjavík";2013;33;106;25054;24668;246496;242823
"Háaleitisbraut, Reykjavík";2014;29;105;27850;27657;274462;272666
"Háaleitisbraut, Reykjavík";2015;29;107;30227;30070;289693;288128
"Háaleitisbraut, Reykjavík";2016;38;112;33911;33690;319606;317635
"Háaleitisbraut, Reykjavík";2017;30;111;41057;40962;392031;391252
"Háaleitisbraut, Reykjavík";2018;27;110;43002;42836;405419;403949
"Háaleitisbraut, Reykjavík";2019;29;102;41486;41378;432058;431145
"Háaleitisbraut, Reykjavík";2020;39;109;44354;44062;421822;419379
"Lönd, Reykjavík";1990;34;89;6666;6066;77425;70238
"Lönd, Reykjavík";1991;45;83;6986;6192;86807;76730
"Lönd, Reykjavík";1992;31;89;7876;7066;90683;81330
"Lönd, Reykjavík";1993;31;84;7366;6690;90082;81483
"Lönd, Reykjavík";1994;48;97;7886;7431;86787;81859
"Lönd, Reykjavík";1995;40;86;7062;6556;84544;78748
"Lönd, Reykjavík";1996;37;91;7588;7055;86153;80259
"Lönd, Reykjavík";1997;38;87;7500;7043;89419;84173
"Lönd, Reykjavík";1998;71;83;7171;6963;90063;87625
"Lönd, Reykjavík";1999;53;79;8161;8143;105606;105492
"Lönd, Reykjavík";2000;62;80;10036;9542;128640;122286
"Lönd, Reykjavík";2001;47;94;11921;11129;130980;122359
"Lönd, Reykjavík";2002;37;78;10762;10091;140472;131755
"Lönd, Reykjavík";2003;51;91;12883;12660;148456;146234
"Lönd, Reykjavík";2004;70;84;13901;13815;170959;170043
"Lönd, Reykjavík";2005;41;86;18554;18340;218264;216509
"Lönd, Reykjavík";2006;51;93;22587;22308;245342;243043
"Lönd, Reykjavík";2007;60;87;23634;23368;277228;274431
"Lönd, Reykjavík";2008;19;74;21342;21015;295114;290815
"Lönd, Reykjavík";2009;13;82;19223;18714;238077;230089
"Lönd, Reykjavík";2010;29;89;20857;20419;237853;233567
"Lönd, Reykjavík";2011;43;96;24020;23633;259422;255054
"Lönd, Reykjavík";2012;35;92;23917;23599;263293;259597
"Lönd, Reykjavík";2013;37;95;27591;27423;296947;294770
"Lönd, Reykjavík";2014;51;97;30968;30712;331514;328772
"Lönd, Reykjavík";2015;53;87;31538;31296;384373;381697
"Lönd, Reykjavík";2016;43;87;34997;34834;418371;416726
"Lönd, Reykjavík";2017;41;97;43830;43423;486516;482738
"Lönd, Reykjavík";2018;51;89;43245;43051;510229;507921
"Lönd, Reykjavík";2019;52;91;45529;45264;521645;518908
"Lönd, Reykjavík";2020;56;89;48385;48043;558298;555391
"Teigar og Tún, Reykjavík";1990;35;100;6147;5488;63664;56752
"Teigar og Tún, Reykjavík";1991;31;110;7463;6534;69339;60290
"Teigar og Tún, Reykjavík";1992;26;87;6544;5821;78835;69816
"Teigar og Tún, Reykjavík";1993;28;88;6372;5880;73222;67582
"Teigar og Tún, Reykjavík";1994;55;89;6332;6040;74420;71118
"Teigar og Tún, Reykjavík";1995;72;96;6856;6382;75538;70468
"Teigar og Tún, Reykjavík";1996;86;99;7528;7016;79601;73973
"Teigar og Tún, Reykjavík";1997;92;93;6958;6507;80583;75150
"Teigar og Tún, Reykjavík";1998;105;87;6824;6701;81062;79696
"Teigar og Tún, Reykjavík";1999;125;103;9721;9513;97371;95838
"Teigar og Tún, Reykjavík";2000;161;99;10990;10363;113322;106746
"Teigar og Tún, Reykjavík";2001;92;99;11736;10921;121829;113347
"Teigar og Tún, Reykjavík";2002;168;106;13964;13175;134829;127028
"Teigar og Tún, Reykjavík";2003;109;108;15182;14935;142539;140340
"Teigar og Tún, Reykjavík";2004;128;92;13970;13831;154886;153557
"Teigar og Tún, Reykjavík";2005;136;93;19438;19134;208907;206346
"Teigar og Tún, Reykjavík";2006;112;98;24046;23397;243647;238301
"Teigar og Tún, Reykjavík";2007;135;98;27063;26403;279705;273363
"Teigar og Tún, Reykjavík";2008;45;99;27268;26589;279477;272055
"Teigar og Tún, Reykjavík";2009;21;79;19658;18926;250900;241874
"Teigar og Tún, Reykjavík";2010;33;90;21578;21042;244570;238706
"Teigar og Tún, Reykjavík";2011;96;98;26561;25979;266520;260350
"Teigar og Tún, Reykjavík";2012;93;98;26124;25678;265947;261738
"Teigar og Tún, Reykjavík";2013;99;99;27562;27139;289255;284948
"Teigar og Tún, Reykjavík";2014;120;91;28599;28236;318897;315123
"Teigar og Tún, Reykjavík";2015;141;103;37074;36743;360909;358017
"Teigar og Tún, Reykjavík";2016;125;97;40501;40155;425591;421932
"Teigar og Tún, Reykjavík";2017;127;99;48234;47754;499533;495112
"Teigar og Tún, Reykjavík";2018;138;99;48547;48068;510304;505776
"Teigar og Tún, Reykjavík";2019;146;101;51397;50923;519619;515615
"Teigar og Tún, Reykjavík";2020;132;98;51960;51406;542703;536730
"Vogar, Reykjavík";1990;43;89;5475;4844;64483;56258
"Vogar, Reykjavík";1991;30;93;6628;5726;72328;62343
"Vogar, Reykjavík";1992;24;87;6688;5936;79008;69836
"Vogar, Reykjavík";1993;24;85;6390;5841;77037;70451
"Vogar, Reykjavík";1994;53;90;6511;6184;75805;71878
"Vogar, Reykjavík";1995;40;88;6501;6031;77401;71800
"Vogar, Reykjavík";1996;56;97;7038;6562;75404;70246
"Vogar, Reykjavík";1997;47;90;6784;6382;77346;72775
"Vogar, Reykjavík";1998;51;96;7420;7166;81374;78502
"Vogar, Reykjavík";1999;77;88;8015;7976;93213;92727
"Vogar, Reykjavík";2000;50;94;9868;9245;111067;103748
"Vogar, Reykjavík";2001;61;91;10242;9496;118236;109113
"Vogar, Reykjavík";2002;53;88;10790;10026;127039;117995
"Vogar, Reykjavík";2003;63;102;12487;12324;130142;128614
"Vogar, Reykjavík";2004;64;88;12672;12580;149703;148922
"Vogar, Reykjavík";2005;67;87;16540;16416;194063;192993
"Vogar, Reykjavík";2006;50;97;20550;20306;215607;213233
"Vogar, Reykjavík";2007;57;87;20888;20502;247581;243004
"Vogar, Reykjavík";2008;31;97;24963;24393;263559;257772
"Vogar, Reykjavík";2009;8;88;20731;19092;240717;221012
"Vogar, Reykjavík";2010;16;102;20643;20287;207932;204710
"Vogar, Reykjavík";2011;26;97;21823;21254;227353;222478
"Vogar, Reykjavík";2012;42;93;22590;21994;252194;245355
"Vogar, Reykjavík";2013;37;98;25309;24688;265988;259397
"Vogar, Reykjavík";2014;37;89;26865;26591;309240;305705
"Vogar, Reykjavík";2015;55;101;30780;30406;322561;318114
"Vogar, Reykjavík";2016;49;90;32117;32032;370580;369631
"Vogar, Reykjavík";2017;43;89;39770;39615;467247;465662
"Vogar, Reykjavík";2018;46;89;40599;40383;471952;469524
"Vogar, Reykjavík";2019;74;96;45845;45644;495625;493362
"Vogar, Reykjavík";2020;123;99;51648;51017;536795;530876
"Heimar, Reykjavík";1990;36;105;6304;5710;62353;56065
"Heimar, Reykjavík";1991;69;101;7033;6141;71134;61873
"Heimar, Reykjavík";1992;49;95;6921;6195;75784;67880
"Heimar, Reykjavík";1993;42;98;7099;6530;74448;68366
"Heimar, Reykjavík";1994;58;94;6973;6628;76632;73023
"Heimar, Reykjavík";1995;61;101;7277;6757;74757;69761
"Heimar, Reykjavík";1996;89;99;7180;6672;74517;69345
"Heimar, Reykjavík";1997;76;99;7285;6839;75335;70792
"Heimar, Reykjavík";1998;109;97;7312;7145;77989;76311
"Heimar, Reykjavík";1999;98;95;8171;8125;89184;88713
"Heimar, Reykjavík";2000;80;94;9767;9194;106205;99881
"Heimar, Reykjavík";2001;81;99;11050;10219;116057;107392
"Heimar, Reykjavík";2002;82;103;11874;11024;119779;111194
"Heimar, Reykjavík";2003;85;104;13122;12928;129434;127630
"Heimar, Reykjavík";2004;86;103;14355;14287;143486;142876
"Heimar, Reykjavík";2005;80;98;18133;17991;189362;188011
"Heimar, Reykjavík";2006;58;91;18990;18752;214334;211721
"Heimar, Reykjavík";2007;93;105;24327;23896;235297;231259
"Heimar, Reykjavík";2008;26;88;21896;21317;254021;248550
"Heimar, Reykjavík";2009;15;102;24380;22666;245642;229666
"Heimar, Reykjavík";2010;34;101;20753;20216;208433;202806
"Heimar, Reykjavík";2011;62;100;21361;20907;218102;213016
"Heimar, Reykjavík";2012;48;101;23934;23705;240608;237954
"Heimar, Reykjavík";2013;75;105;26168;25748;255615;251473
"Heimar, Reykjavík";2014;72;107;29985;29615;290369;287313
"Heimar, Reykjavík";2015;94;98;30441;30097;322058;318024
"Heimar, Reykjavík";2016;66;104;35279;35146;355997;354656
"Heimar, Reykjavík";2017;81;105;41793;41459;412643;409331
"Heimar, Reykjavík";2018;69;101;42968;42744;441262;439173
"Heimar, Reykjavík";2019;68;100;44089;43685;452943;449215
"Heimar, Reykjavík";2020;113;104;47454;47274;473796;472245
"Hólar, Reykjavík";1994;83;82;6004;5613;76856;72246
"Hólar, Reykjavík";1995;135;83;5880;5418;73203;67594
"Hólar, Reykjavík";1996;122;84;5957;5490;73073;67311
"Hólar, Reykjavík";1997;130;86;5898;5490;72106;67063
"Hólar, Reykjavík";1998;183;83;5823;5685;73421;71714
"Hólar, Reykjavík";1999;236;90;6847;6832;79831;79684
"Hólar, Reykjavík";2000;145;89;8684;8146;101833;95654
"Hólar, Reykjavík";2001;134;89;9436;8724;110230;102147
"Hólar, Reykjavík";2002;138;93;10017;9253;111821;103424
"Hólar, Reykjavík";2003;168;90;10167;10014;118254;116529
"Hólar, Reykjavík";2004;180;92;11593;11532;132000;131284
"Hólar, Reykjavík";2005;145;88;14488;14431;169946;169349
"Hólar, Reykjavík";2006;112;87;15919;15776;190187;188547
"Hólar, Reykjavík";2007;157;88;18232;17931;214810;211539
"Hólar, Reykjavík";2008;36;90;19626;18934;227333;219559
"Hólar, Reykjavík";2009;26;96;19743;18994;207311;199276
"Hólar, Reykjavík";2010;29;92;17639;17179;196079;191697
"Hólar, Reykjavík";2011;64;91;16915;16376;193734;187583
"Hólar, Reykjavík";2012;81;92;17976;17524;203466;198512
"Hólar, Reykjavík";2013;94;100;19434;19031;209320;204575
"Hólar, Reykjavík";2014;93;93;21548;21214;241017;237422
"Hólar, Reykjavík";2015;98;89;23409;23103;273515;269765
"Hólar, Reykjavík";2016;109;89;26892;26729;320867;319171
"Hólar, Reykjavík";2017;96;90;32009;31877;379599;378060
"Hólar, Reykjavík";2018;106;97;34555;34418;374897;373336
"Hólar, Reykjavík";2019;98;98;35766;35675;388411;387527
"Hólar, Reykjavík";2020;115;95;37214;37190;413226;413264
"Sel, Reykjavík";1990;109;105;6095;5413;60168;53226
"Sel, Reykjavík";1991;95;111;6783;5824;63294;54315
"Sel, Reykjavík";1992;57;107;7043;6189;68697;60255
"Sel, Reykjavík";1993;72;113;7096;6410;64957;58586
"Sel, Reykjavík";1994;90;111;7031;6609;67315;63378
"Sel, Reykjavík";1995;86;118;6802;6193;65305;59483
"Sel, Reykjavík";1996;82;115;6998;6475;63178;58443
"Sel, Reykjavík";1997;106;110;6657;6234;63149;59182
"Sel, Reykjavík";1998;127;115;7093;6892;64701;62934
"Sel, Reykjavík";1999;196;115;7775;7727;71162;70763
"Sel, Reykjavík";2000;109;109;9626;9033;92797;87112
"Sel, Reykjavík";2001;121;114;10891;10109;100179;92825
"Sel, Reykjavík";2002;136;110;11188;10320;106912;98685
"Sel, Reykjavík";2003;145;104;11482;11286;115057;113056
"Sel, Reykjavík";2004;193;111;13484;13386;126495;125769
"Sel, Reykjavík";2005;183;110;17802;17657;165655;164495
"Sel, Reykjavík";2006;124;105;18308;18081;181088;179060
"Sel, Reykjavík";2007;133;108;20848;20336;200080;194826
"Sel, Reykjavík";2008;47;103;21135;20214;211321;202664
"Sel, Reykjavík";2009;23;121;22299;20905;193428;181876
"Sel, Reykjavík";2010;26;102;19413;18495;194538;185011
"Sel, Reykjavík";2011;42;111;19166;18704;181584;177182
"Sel, Reykjavík";2012;75;110;20334;19479;191783;184003
"Sel, Reykjavík";2013;88;110;22226;21782;211593;207530
"Sel, Reykjavík";2014;88;109;24461;24034;232417;228409
"Sel, Reykjavík";2015;95;103;25526;25297;261777;259246
"Sel, Reykjavík";2016;117;104;29843;29741;307805;306946
"Sel, Reykjavík";2017;100;103;35903;35718;364128;362446
"Sel, Reykjavík";2018;108;113;39440;39301;364770;363610
"Sel, Reykjavík";2019;117;109;40245;40028;386201;384347
"Sel, Reykjavík";2020;117;113;42131;41917;392875;390867
"Hraunbær, Reykjavík";1990;95;83;5304;4650;65672;57466
"Hraunbær, Reykjavík";1991;89;78;5655;4878;74213;64144
"Hraunbær, Reykjavík";1992;64;82;6173;5406;77119;67361
"Hraunbær, Reykjavík";1993;56;81;6317;5716;80133;72453
"Hraunbær, Reykjavík";1994;85;79;5974;5650;77462;73286
"Hraunbær, Reykjavík";1995;89;79;5978;5510;77512;71367
"Hraunbær, Reykjavík";1996;92;77;5897;5443;77861;72015
"Hraunbær, Reykjavík";1997;93;80;5797;5435;74553;70065
"Hraunbær, Reykjavík";1998;133;82;5960;5783;74527;72346
"Hraunbær, Reykjavík";1999;166;87;7596;7539;85808;85273
"Hraunbær, Reykjavík";2000;97;80;8595;8114;110162;104307
"Hraunbær, Reykjavík";2001;101;83;9411;8678;116068;106954
"Hraunbær, Reykjavík";2002;87;90;10247;9519;116893;108676
"Hraunbær, Reykjavík";2003;116;82;10363;10195;131000;128849
"Hraunbær, Reykjavík";2004;124;84;11713;11659;141742;141143
"Hraunbær, Reykjavík";2005;112;86;15149;15081;181152;180467
"Hraunbær, Reykjavík";2006;92;91;17260;17012;194852;191943
"Hraunbær, Reykjavík";2007;105;87;19216;18917;228985;225494
"Hraunbær, Reykjavík";2008;38;79;18546;17757;246780;237403
"Hraunbær, Reykjavík";2009;15;81;17634;17040;225588;218853
"Hraunbær, Reykjavík";2010;35;87;17317;16791;203123;196973
"Hraunbær, Reykjavík";2011;45;89;17898;17463;208048;203380
"Hraunbær, Reykjavík";2012;53;85;18355;17964;219607;214044
"Hraunbær, Reykjavík";2013;68;86;19851;19242;236814;229615
"Hraunbær, Reykjavík";2014;78;83;21876;21514;269704;265476
"Hraunbær, Reykjavík";2015;112;86;24084;23792;289752;286397
"Hraunbær, Reykjavík";2016;92;85;26246;26169;322954;321998
"Hraunbær, Reykjavík";2017;78;80;31351;31227;406364;404646
"Hraunbær, Reykjavík";2018;98;93;35290;35193;398348;397281
"Hraunbær, Reykjavík";2019;109;91;41179;40530;454692;448119
"Hraunbær, Reykjavík";2020;114;90;42084;41797;475077;471359
"Hús, Reykjavík";1991;4;101;7829;6328;80171;64008
"Hús, Reykjavík";1992;5;88;7310;6094;84718;69922
"Hús, Reykjavík";1993;12;87;7315;6452;88668;77973
"Hús, Reykjavík";1994;23;105;8042;7498;80579;75305
"Hús, Reykjavík";1995;17;107;7871;7149;80115;72685
"Hús, Reykjavík";1996;23;124;8458;7750;74273;67505
"Hús, Reykjavík";1997;30;95;7573;6932;85239;77436
"Hús, Reykjavík";1998;29;116;8545;8221;78449;74904
"Hús, Reykjavík";1999;48;114;9450;9348;86930;85967
"Hús, Reykjavík";2000;44;107;10883;10279;105303;99089
"Hús, Reykjavík";2001;28;91;10664;9782;121081;110687
"Hús, Reykjavík";2002;46;119;12891;11874;112906;103856
"Hús, Reykjavík";2003;43;102;12693;12407;128517;125633
"Hús, Reykjavík";2004;60;119;15208;15117;133653;132788
"Hús, Reykjavík";2005;51;103;18163;18063;183715;182846
"Hús, Reykjavík";2006;34;114;21843;21463;197021;194026
"Hús, Reykjavík";2007;47;109;23790;23127;223541;217495
"Hús, Reykjavík";2008;12;107;24100;23209;234290;226648
"Hús, Reykjavík";2009;15;110;25407;23492;244741;229039
"Hús, Reykjavík";2010;10;114;24030;22391;211545;197535
"Hús, Reykjavík";2011;26;108;22957;22339;215070;208306
"Hús, Reykjavík";2012;17;111;24100;23515;228452;222621
"Hús, Reykjavík";2013;35;127;27526;27281;225552;223382
"Hús, Reykjavík";2014;27;126;28672;28135;244712;239887
"Hús, Reykjavík";2015;27;94;27297;26845;305068;300856
"Hús, Reykjavík";2016;27;123;36515;36322;306567;305523
"Hús, Reykjavík";2017;27;120;40843;40651;366667;365127
"Hús, Reykjavík";2018;21;117;43850;43699;393132;392060
"Hús, Reykjavík";2019;35;114;44930;44759;411063;409850
"Hús, Reykjavík";2020;29;119;47644;47534;420351;419339
"Foldir, Reykjavík";1990;7;119;8386;7251;71926;61954
"Foldir, Reykjavík";1991;11;83;7499;6083;91931;74579
"Foldir, Reykjavík";1992;15;91;7758;6687;88103;75942
"Foldir, Reykjavík";1993;37;98;8259;7230;86672;75565
"Foldir, Reykjavík";1994;58;109;8314;7858;80260;75492
"Foldir, Reykjavík";1995;58;103;7914;7206;81097;73738
"Foldir, Reykjavík";1996;62;103;7944;7255;82159;74882
"Foldir, Reykjavík";1997;46;106;8295;7631;82247;75295
"Foldir, Reykjavík";1998;72;97;7890;7525;86288;82119
"Foldir, Reykjavík";1999;73;105;9131;8995;91565;90104
"Foldir, Reykjavík";2000;63;101;10939;10207;113815;106096
"Foldir, Reykjavík";2001;56;95;11129;10211;121326;111138
"Foldir, Reykjavík";2002;58;101;12088;11171;122370;112932
"Foldir, Reykjavík";2003;64;102;12715;12475;129633;127149
"Foldir, Reykjavík";2004;79;100;14417;14318;148180;147198
